"repo","file","key_path"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults.management"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults.management.name"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults.management.resource_group"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults.management.secrets"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults.management.secrets.azlocal_admin_password"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults.management.secrets.recovery_admin_password"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults.management.secrets.vpn_shared_key"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults.management.subscription"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults.platform"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults.platform.admin_object_id"
"azurelocal-toolkit","config/variables/variables.example.yml","azure_infrastructure.key_vaults.platform.name"
